GAMES,ROUNDS,NoHits4,NoMisses4,NonHitSpaces14,NonHitSpaces24,NonHitSpaces34,NonHitSpaces44,NonHitSpaces54,NoHits5,NoMisses5,NonHitSpaces15,NonHitSpaces25,NonHitSpaces35,NonHitSpaces45,NonHitSpaces55,NoHits3,NoMisses3,NonHitSpaces13,NonHitSpaces23,NonHitSpaces33,NonHitSpaces43,NonHitSpaces53,NoHits2,NoMisses2,NonHitSpaces12,NonHitSpaces22,NonHitSpaces32,NonHitSpaces42,NonHitSpaces52
10,91,0.000557451434937843,-0.00378201351032193,5.00397827798802E-05,5.01846571564479E-05,1.12796066791488E-07,-9.81904422911836E-05,0,0.0002000599999982,-5.00150179999493E-05,0,0,0,0,0,-3.24567699232164E-05,-0.00729345870274505,7.30075462873453E-07,5.14769689970345E-05,-4.93269602970868E-05,-9.82760923530351E-05,-9.82096892847614E-05,-0.00144017159989766,-0.0190342629918054,0.000200729019072786,5.71015667107848E-07,-0.0002954227372217,-0.000642471616297922,-0.00038932159111791
