GAMES,ROUNDS,HitSpacesInRow4,HitSpacesInRow14,HitSpacesInRow24,HitSpacesInRow34,HitSpacesInRow44,HitSpacesInRow54,AdjMisses4,NonMissSpaces14,NonMissSpaces24,NonMissSpaces34,NonMissSpaces44,NonMissSpaces54,NoDiagHitsWithAdjHit4,HitSpacesInRow5,HitSpacesInRow15,HitSpacesInRow25,HitSpacesInRow35,HitSpacesInRow45,HitSpacesInRow55,AdjMisses5,NonMissSpaces15,NonMissSpaces25,NonMissSpaces35,NonMissSpaces45,NonMissSpaces55,NoDiagHitsWithAdjHit5,HitSpacesInRow3,HitSpacesInRow13,HitSpacesInRow23,HitSpacesInRow33,HitSpacesInRow43,HitSpacesInRow53,AdjMisses3,NonMissSpaces13,NonMissSpaces23,NonMissSpaces33,NonMissSpaces43,NonMissSpaces53,NoDiagHitsWithAdjHit3,HitSpacesInRow2,HitSpacesInRow12,HitSpacesInRow22,HitSpacesInRow32,HitSpacesInRow42,HitSpacesInRow52,AdjMisses2,NonMissSpaces12,NonMissSpaces22,NonMissSpaces32,NonMissSpaces42,NonMissSpaces52,NoDiagHitsWithAdjHit2
210,61,0.160336254242132,-0.333049306117705,0.0531499602772295,0.174978067813532,0.0153184996925613,-0.0333938994541042,-0.57258833409834,-0.0213844186693604,-0.0680556168047281,-0.0962157586182488,-0.146647943249531,-0.109107230226249,0.242811032819288,0.286677236193255,-0.298909115004706,0.0345340594894023,0.0575637864886374,0.0971983270904629,-0.00302061703836061,-0.383426277577074,-0.00878832063533361,-0.0512074818449198,-0.0919700257585403,-0.101646545440393,-0.102565008575984,0.197435626245031,-0.0932714362265301,-0.292425359314896,0.213815176085886,0.162083785805979,-0.00317497308935399,-0.114349730801337,-0.632406861462896,-0.0908590270729639,-0.105695927120692,-0.219817352260813,-0.29593786945151,-0.311200555806477,0.842410386021171,-0.215432709981906,-0.422938428781968,0.448377400489665,0.229008283125384,0.014217845952296,-0.183083687550687,-0.585563379860911,-0.119148108833031,-0.236872824318105,-0.411989148332697,-0.491927543195607,-0.511161432282599,1.27659899119385
220,58,0.155344433859328,-0.345902287557359,0.0540693892105806,0.176951387950915,0.0153184996925613,-0.0333938994541042,-0.564430175637416,-0.0213844186693604,-0.0680556168047281,-0.091171606654081,-0.16504394220135,-0.107293149434767,0.242362271523474,0.29175287734013,-0.302887019651843,0.0390613617211445,0.0559596177172813,0.0983303905330538,-0.00302061703836061,-0.360587423966565,-0.0127472052519304,-0.0406702236398706,-0.0919700257585403,-0.101646545440393,-0.103300828834226,0.21134028356491,0.0173664497713518,-0.297508777658418,0.239930475731395,0.192898703708407,0.00395972190097267,-0.125582410165009,-0.533760991463578,-0.0831032994319652,-0.107796949589894,-0.247477082734161,-0.311344983018061,-0.334371030529177,0.916364108077561,-0.193597425761521,-0.414467070598134,0.457807320838192,0.233664528045324,0.0258988771166697,-0.20822135745876,-0.521123768700132,-0.122433578695657,-0.237621976528826,-0.440136765637722,-0.494277436321283,-0.512016074204876,1.31323157326628
230,59,0.163808559696549,-0.34015492374156,0.056173152450821,0.176443708427243,0.0153184996925613,-0.0333938994541042,-0.549740523069161,-0.02575712430987,-0.0666171495683668,-0.0873029581589232,-0.16504394220135,-0.107293149434767,0.254280339531144,0.262093745299351,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0896617200886309,-0.00302061703836061,-0.369978488715782,-0.0127472052519304,-0.0478646363063087,-0.0868309627771116,-0.0973822489101131,-0.103300828834226,0.199368505023559,0.0897650734165561,-0.26856445866041,0.257302168287964,0.198705360159267,0.00547095616115002,-0.128533742098016,-0.460795649682571,-0.0914408631590269,-0.104321389815488,-0.240945417645031,-0.301424475064352,-0.316820704832871,0.92085076246619,-0.270044959857628,-0.372614259768315,0.446608011997553,0.22110880231996,0.0371979087159877,-0.227919443862081,-0.587380255103823,-0.107885549154082,-0.245220628764162,-0.467611956553179,-0.531784579697299,-0.541361669607639,1.36457043716904
240,55,0.158014714898373,-0.358410661672423,0.0588344947948222,0.178834711022401,0.0153184996925613,-0.0333938994541042,-0.602638596643304,-0.0224228964992563,-0.0764319548288233,-0.101392294428668,-0.16702847729929,-0.107293149434767,0.25655840226678,0.293724326133122,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0820858191041192,0.00364355143313124,-0.347862401314499,-0.0127472052519304,-0.0446510700673327,-0.0868309627771116,-0.0973822489101131,-0.103300828834226,0.203672591488731,-0.0411714245627133,-0.263492811567981,0.253905613559732,0.186758962098804,0.00606467863762237,-0.146404947282145,-0.47370392227517,-0.0967123440966232,-0.101811400302355,-0.24200220056611,-0.304181059934504,-0.307382360798975,0.905792225422317,-0.270969845135693,-0.342145847417632,0.433938035531186,0.230452064775388,0.0360524747312268,-0.233597179365682,-0.634843137882632,-0.126978075361668,-0.26430924221814,-0.473341718977746,-0.541287605747468,-0.521071612055252,1.41323267918437
250,58,0.158014714898373,-0.358410661672423,0.0588344947948222,0.178834711022401,0.0153184996925613,-0.0333938994541042,-0.602638596643304,-0.0224228964992563,-0.0764319548288233,-0.101392294428668,-0.16702847729929,-0.107293149434767,0.25655840226678,0.306684367271652,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0851766881619904,0.00364355143313124,-0.311973669729329,-0.0127472052519304,-0.0446510700673327,-0.081847122695526,-0.0986631661211531,-0.109119781173274,0.21791772680286,-0.0118626651180938,-0.255723240055727,0.266652103439403,0.187331460147974,0.0178262371871316,-0.151670454772594,-0.509704715611684,-0.0982901406780409,-0.118825437034705,-0.234651428200348,-0.326306952084975,-0.294449407850417,0.918837735209443,-0.265321597525032,-0.370384350346058,0.469907469019321,0.2500638367377,0.0233691659964708,-0.242117134918535,-0.610793248876641,-0.12251380990553,-0.280060802009396,-0.444371184744075,-0.549012977455274,-0.544226660726321,1.46256441711391
260,56,0.193341856349466,-0.363894388142066,0.0588344947948222,0.192214796802699,0.0153184996925613,-0.0333938994541042,-0.602683437851186,-0.0224228964992563,-0.079967250690423,-0.101392294428668,-0.161881442944077,-0.109341541564076,0.264551418139373,0.316530792246409,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0875659408246482,0.00364355143313124,-0.309588758972885,-0.0127472052519304,-0.0446510700673327,-0.081847122695526,-0.0962825839729499,-0.109119781173274,0.220293993589382,-0.0451292205497591,-0.276366798247009,0.271460762495755,0.173645835490203,0.0374057227752767,-0.163161777558824,-0.598638218316131,-0.0975757214467246,-0.137145851537717,-0.225533834250134,-0.328900800538188,-0.315059708629772,0.933799860356307,-0.292413332924432,-0.35207367399502,0.471587254253059,0.246603393120101,0.0124547644489895,-0.240669512279431,-0.585136490335231,-0.142424997837213,-0.280894895107435,-0.445923330082849,-0.521655963533911,-0.582576960096041,1.4712645296471
270,55,0.273979143107307,-0.368183324844313,0.0784099159740741,0.209076404052857,0.0195457182130231,-0.0410174817857424,-0.524685985725337,-0.0180217699934387,-0.0767389492423753,-0.0914821614553332,-0.166159877376914,-0.0983786774951234,0.285876202533132,0.316530792246409,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0875659408246482,0.00364355143313124,-0.309588758972885,-0.0127472052519304,-0.0446510700673327,-0.081847122695526,-0.0962825839729499,-0.109119781173274,0.220293993589382,-0.107782976635923,-0.281421658732537,0.26036794269076,0.174185254890419,0.0374057227752767,-0.170050974397789,-0.606379179930139,-0.106784042321762,-0.123011867290898,-0.212779194233335,-0.354974814384571,-0.333215914741618,0.913594019489619,-0.210628017668314,-0.36765114584431,0.503833409483067,0.236401568280392,0.0412568932575025,-0.239235017591551,-0.600470846210924,-0.152121398444645,-0.304144670087572,-0.449723122090914,-0.506429094196085,-0.554410502132059,1.49839193948907
280,61,0.284996519656183,-0.38424445245425,0.0784099159740741,0.207875812598066,0.0186056023006084,-0.0344089092694903,-0.503630997648331,-0.0174922793050517,-0.0849730956660675,-0.101329598006507,-0.177606532139261,-0.104917166512507,0.288383418858119,0.334148698339413,-0.302887019651843,0.0342089953001977,0.0611635223355514,0.0917975346384564,0.00364355143313124,-0.29270368674958,-0.0127472052519304,-0.0446510700673327,-0.081847122695526,-0.0922251468820575,-0.109119781173274,0.224341651313763,-0.113205237521035,-0.317868692295846,0.309981217347472,0.173970583421901,0.0426695649723964,-0.179972312842074,-0.59207197848492,-0.0652186934404307,-0.152535783013427,-0.215783788363306,-0.35136477753539,-0.353687853681477,0.995269821357137,-0.359881508782456,-0.443205771043726,0.51922905117167,0.213700438040074,0.0379583296629534,-0.243281448578663,-0.619122139967296,-0.158572614202476,-0.302364093013811,-0.442090230012888,-0.507412831555458,-0.552867811823239,1.40120622688137
290,57,0.244157474267356,-0.398113102738808,0.0799608104145625,0.220147151836957,0.0186056023006084,-0.0388126260428422,-0.537419817772049,-0.0174922793050517,-0.0831256879510263,-0.111286969127019,-0.166709077528007,-0.126817070525057,0.299518406489991,0.38247427081319,-0.328941349436931,0.0345664496323114,0.075971532508336,0.098679906532666,0.00364355143313124,-0.235768098933281,-0.00329283803760241,-0.0537629678926179,-0.0729892040147724,-0.0916366622453227,-0.113825250022392,0.242612834226226,-0.0370821638874873,-0.289029578957765,0.311091334274588,0.173970583421901,0.0467873333377324,-0.17475837534777,-0.511761190560318,-0.0586540221606296,-0.13605681857333,-0.215620601329952,-0.352420652078842,-0.36235495577847,1.03999895584423,-0.256154481069854,-0.481117993277953,0.554146875671245,0.208670237288217,0.0535155113806999,-0.238637509327876,-0.597421360767236,-0.170727191705674,-0.287841084927762,-0.449899656932496,-0.532926751821226,-0.550076960483145,1.44115048042316
300,52,0.247574423823492,-0.387930725994799,0.0744001871530875,0.222250521103972,0.0271448140523861,-0.0459651796308316,-0.516457309996793,-0.0174922793050517,-0.0834340627810945,-0.118127818405421,-0.159050381133322,-0.120560784144192,0.306212293727078,0.38247427081319,-0.328941349436931,0.0345664496323114,0.075971532508336,0.098679906532666,0.00364355143313124,-0.235768098933281,-0.00329283803760241,-0.0537629678926179,-0.0729892040147724,-0.0916366622453227,-0.113825250022392,0.242612834226226,-0.109546913448214,-0.291574436464212,0.287609399745644,0.159991114928627,0.0507629625180237,-0.179882166488245,-0.499948327455088,-0.0715311883556682,-0.141670136049096,-0.215953661595182,-0.354501395676161,-0.374322273579071,1.03016739448374,-0.201084344270064,-0.47297405152956,0.573084154359189,0.230030431011984,0.042833687871174,-0.240840980232277,-0.571701512118808,-0.162856020676115,-0.294682539857145,-0.458510781497205,-0.536866599956231,-0.549356047393876,1.4605812626024
310,60,0.244838256172199,-0.397154565884617,0.0854880161558345,0.217075429612985,0.0271448140523861,-0.0459651796308316,-0.509570236796746,-0.0174922793050517,-0.0834340627810945,-0.118127818405421,-0.159050381133322,-0.125671369807837,0.301114478971722,0.353471605460678,-0.323777559484657,0.0357418038451571,0.0820748398585559,0.0852261632040549,0.00364355143313124,-0.222577342123398,-0.00329283803760241,-0.0596962853693439,-0.069052424409091,-0.086485768977068,-0.133036999212962,0.247339885607241,-0.101698389801801,-0.281746411424665,0.299564660800687,0.173841876828416,0.0467905561748299,-0.189550674466029,-0.488999390243032,-0.0905064361826234,-0.149356899871012,-0.246324019404047,-0.37799394030729,-0.389788715267002,1.05189429043707,-0.244157572720383,-0.462201961319919,0.578666580452131,0.23872589790521,0.0288997150967293,-0.247348245402999,-0.574938925788261,-0.130123324685169,-0.292647944053552,-0.46294118245494,-0.583717956437465,-0.536393331841049,1.49040995699857
320,58,0.259268504916838,-0.397154565884617,0.0815432182869264,0.237172737277236,0.0219175922461812,-0.0492383158058594,-0.493156522697442,-0.0213901523571204,-0.0834340627810945,-0.121279885231385,-0.159050381133322,-0.120378840614508,0.297969211960678,0.390424796718953,-0.323777559484657,0.0357418038451571,0.0859452771470891,0.091283723971313,0.00364355143313124,-0.182953292171571,-0.00329283803760241,-0.0596962853693439,-0.069052424409091,-0.086485768977068,-0.133036999212962,0.249914381472148,0.00852770638890917,-0.256442484414196,0.321301786214564,0.186138213298862,0.053698938826349,-0.194143442831427,-0.406681246226538,-0.112604051422048,-0.117763322622837,-0.267125671835249,-0.365006729622083,-0.404157169377811,1.06576890545615,-0.253987105726947,-0.35167759244546,0.512680027695337,0.261276595062577,0.0299674503420127,-0.258734795331854,-0.61412274336843,-0.141958818511472,-0.297597663243733,-0.437641858834093,-0.563628313959612,-0.530755383350625,1.49430689777549
330,53,0.22605314394758,-0.403760972672938,0.0815432182869264,0.244606092968126,0.0150369656418671,-0.0531700159062095,-0.497043205074306,-0.0171038773114354,-0.09027694271219,-0.126322954543638,-0.151864966352534,-0.120378840614508,0.294390194372972,0.335236354704299,-0.323777559484657,0.0357418038451571,0.0859452771470891,0.0880374659026508,-0.00442608658836334,-0.189785871396887,-0.00329283803760241,-0.0596962853693439,-0.069052424409091,-0.0935207065492578,-0.137373325671387,0.249914381472148,-0.0502967510648842,-0.261129937985476,0.317118502280534,0.186419175802366,0.0698421787424613,-0.215515442136521,-0.538460055034936,-0.115863649582982,-0.135339508459214,-0.277467621333981,-0.344682457771859,-0.398971536183672,1.02633533259704,-0.270859021819949,-0.364879557661032,0.498321207806777,0.263219306331681,0.0423716641462812,-0.264864231720674,-0.518917459173202,-0.156548619097143,-0.292575904462183,-0.443932401672801,-0.55551205999674,-0.522147491726638,1.47707515851953
340,55,0.159231327991142,-0.406573084407777,0.0737492008915118,0.248064937811849,0.0150369656418671,-0.0642227548472065,-0.556484947683325,-0.0215689874774797,-0.0936920319275488,-0.126732485952293,-0.165022307358658,-0.121189093785498,0.29367382701306,0.316681711080873,-0.324291575186383,0.0388549821293532,0.0887559607408474,0.0799270160786722,-0.00442608658836334,-0.17092301465686,-0.000621232293576951,-0.0568912777975754,-0.065945916825426,-0.0935207065492578,-0.134415441588193,0.238941355772741,0.0577500307536382,-0.296095791711878,0.331211503519047,0.202709260744442,0.0909635958574898,-0.219679154879898,-0.590713819001246,-0.145110624252199,-0.142603795589611,-0.286014580811432,-0.347835997831252,-0.388506261010036,1.02413204094372,-0.359868798754471,-0.369561136670406,0.46940127212025,0.288135383890854,0.0245121584230738,-0.276539576438566,-0.578686465322931,-0.142314689782951,-0.287887824639699,-0.455786328798851,-0.570450032845853,-0.534391395655505,1.45337775447139
350,60,0.139125072966899,-0.421321616924399,0.0746194146302191,0.249458175577786,0.0150369656418671,-0.0663740538685759,-0.586611394222281,-0.0265586429934481,-0.108022536171244,-0.132703169803837,-0.154579701425681,-0.136519469011846,0.283225626808352,0.330284695002294,-0.324291575186383,0.0388549821293532,0.0887559607408474,0.0832067317366127,-0.00442608658836334,-0.157833050483507,-0.000621232293576951,-0.0568912777975754,-0.065945916825426,-0.0935207065492578,-0.134415441588193,0.238941355772741,0.0811426339147004,-0.285563778075628,0.34639449670817,0.211958086263584,0.0983870844597601,-0.234182894571647,-0.533502169943285,-0.132154664811508,-0.139140294090236,-0.287444111604999,-0.322667771171617,-0.397828174352283,1.0647898809587,-0.272186188251093,-0.389948955230955,0.504339159870075,0.293335374658694,0.0352025943777662,-0.28075585296362,-0.543681258909187,-0.11254758929124,-0.300657226660991,-0.458765621531766,-0.547072411137017,-0.534516127613933,1.49126254613951
