GAMES,ROUNDS,NoHits4,NoOpen4,NoMisses4,NonHitSpaces14,NonHitSpaces24,NonHitSpaces34,NonHitSpaces44,NonHitSpaces54,NoHits5,NoOpen5,NoMisses5,NonHitSpaces15,NonHitSpaces25,NonHitSpaces35,NonHitSpaces45,NonHitSpaces55,NoHits3,NoOpen3,NoMisses3,NonHitSpaces13,NonHitSpaces23,NonHitSpaces33,NonHitSpaces43,NonHitSpaces53,NoHits2,NoOpen2,NoMisses2,NonHitSpaces12,NonHitSpaces22,NonHitSpaces32,NonHitSpaces42,NonHitSpaces52
350,86,0.00651155325467508,-0.0584788664530297,-0.0721575744888263,0.000216888353498022,-0.000154539564880303,-0.000791990680535848,-0.00166434200842723,-0.00189104875300578,0.0151635418601982,-0.0111722184404841,-0.0238509869673797,-0.000245770426114531,-4.86357689344124E-05,-4.35676595777608E-05,0.000457930584922285,-0.000513707111921713,0.0582745525089273,-0.171448848579031,-0.272750064948838,-0.000486463160453706,-0.000909423425136225,-0.00398953362162317,-0.00387296457743408,-0.00838374871897583,0.134012467864213,-0.1838820602392,-0.360032045520798,0.000724591121435544,-0.00198823847244719,-0.00209020120557311,-0.00705635372643905,-0.00811702382904071
360,83,0.00675263536751778,-0.0615917390802121,-0.0756418456518333,0.000216888353498022,-0.000154539564880303,-0.00073675163307334,-0.0016582495930298,-0.00201121407864355,0.0157447378103558,-0.010672209640032,-0.0242195622402678,-0.000245770426114531,1.53556110222318E-06,6.02406037884365E-05,0.000462171063725547,-0.000513707111921713,0.06004585946126,-0.170120203601204,-0.275803245384899,-0.000486463160453706,-0.000909423425136225,-0.00397151140777025,-0.00402792607766706,-0.00818345881385142,0.139997510179676,-0.181936016085139,-0.367842289793542,0.000833420281342677,-0.00202807453963183,-0.00204294854689545,-0.00717059727495742,-0.0081730249609605
370,89,0.00752743705567309,-0.0625645675286816,-0.0785892029245112,0.000216888353498022,2.04963801080905E-05,-0.000872975898254138,-0.0018196113585636,-0.0020947520379847,0.0162649093379849,-0.0129241222238996,-0.0269391194633635,-0.000144498301121004,1.53556110222318E-06,6.02406037884365E-05,0.000366086735952123,-0.000412247456099142,0.0613737888881161,-0.173200836727075,-0.281866998800284,-0.000524129566544906,-0.000842171015974112,-0.00401993573668833,-0.00420071282861155,-0.0078051338901759,0.14287232141139,-0.185757041747549,-0.373851122674817,0.000882072811943442,-0.00214367311981158,-0.00201948034771763,-0.00725822178865534,-0.00821058303144543
380,88,0.00774102047233949,-0.0659444557934744,-0.0813102986270951,0.000171811723501999,2.04963801080905E-05,-0.00120875892019042,-0.00186149440867199,-0.0020947520379847,0.0170061381310195,-0.0130396615687812,-0.0270965347679552,-0.000144498301121004,1.53556110222318E-06,0.000110505384629044,0.000316346633648775,-0.000457692299455689,0.0637145793268652,-0.174349156525621,-0.286423869532598,-0.000548364289348747,-0.000874398482706488,-0.00400795948593189,-0.00435872893076319,-0.0079653694536348,0.147089318953205,-0.185466912405828,-0.382040120075163,0.000793483631652907,-0.00231393104137705,-0.00245536851191022,-0.00685495241771384,-0.00842191944047706
390,87,0.00792203634803945,-0.0712954509096292,-0.0853121859848022,0.000171811723501999,8.01729140077449E-05,-0.00124162820271878,-0.00186149440867199,-0.00217842312173021,0.0170061381310195,-0.0130396615687812,-0.0270965347679552,-0.000144498301121004,1.53556110222318E-06,0.000110505384629044,0.000316346633648775,-0.000457692299455689,0.065517899002718,-0.17522124388791,-0.294081641431774,-0.000621383928578312,-0.000812762703762967,-0.00399873115236361,-0.00479671091646318,-0.00822955098410938,0.15123096132126,-0.179565924405457,-0.388608192154544,0.000771191942365337,-0.0024291511607685,-0.00272952999308272,-0.00735570655026148,-0.00826242541699931
400,89,0.00876067520405714,-0.071657306999635,-0.0864298112083496,0.000171811723501999,-3.53420917587051E-05,-0.00117344848399925,-0.0019875518793837,-0.00204690671743236,0.0172602171787801,-0.0158259253653719,-0.0304552066236711,-0.000144498301121004,5.21984657638171E-05,0.000113328992811086,0.000316346633648775,-0.000457692299455689,0.0663679051926098,-0.175839483248606,-0.297262144954166,-0.000621383928578312,-0.000812762703762967,-0.00382768095487153,-0.00482018244129302,-0.00828998823264112,0.155923011463446,-0.187889296218981,-0.395909012503456,0.000700395790620259,-0.00224041567653509,-0.00271954751234946,-0.0072110391199918,-0.0087025569646633
410,87,0.00910207031865318,-0.0722729770053989,-0.0873875112661897,0.000171811723501999,-8.12399352785374E-05,-0.001216879496107,-0.00202639200270223,-0.00196563176337001,0.0178845716099462,-0.0163967754061327,-0.0316039442245343,-9.42930303813424E-05,5.21984657638171E-05,0.000118404933275796,0.000316346633648775,-0.000553059206681095,0.0681533820122602,-0.178258350177932,-0.301618352015984,-0.000696992965772407,-0.000852699033343343,-0.00344153402878716,-0.00483796800944952,-0.00830478963777533,0.161337127882481,-0.188541281835756,-0.40135685573087,0.000643731258602757,-0.00222092403680814,-0.0029899252144353,-0.0071743941858528,-0.00837536702369819
420,90,0.00991517655326592,-0.0710307681276365,-0.0873472270420009,0.000171811723501999,-8.12399352785374E-05,-0.00126029925495887,-0.00202639200270223,-0.00196563176337001,0.0186963610235322,-0.0172290324272273,-0.0337297445480256,-9.42930303813424E-05,5.64629841385872E-05,3.19116649212209E-05,0.000316346633648775,-0.000694824081648196,0.0695024266072411,-0.179631193273907,-0.306339823246457,-0.000696992965772407,-0.000921939481367877,-0.00340620749289553,-0.0050343861338917,-0.00826705870420879,0.163657451693822,-0.190730030265273,-0.410152739670169,0.00071356507592455,-0.00225171100652264,-0.00309358350135173,-0.00719557712438371,-0.00890392315649239
430,86,0.0102628413879194,-0.0705296071045985,-0.0866327669040601,0.000171811723501999,-8.12399352785374E-05,-0.00126029925495887,-0.00202639200270223,-0.00185158744649035,0.0189902974354605,-0.0174128436776135,-0.0345264607225119,-9.42930303813424E-05,6.4916456909309E-05,3.19116649212209E-05,0.000273781019257444,-0.000640951595490108,0.0708511486637878,-0.183473748786365,-0.311750156640778,-0.000696992965772407,-0.00102403762879951,-0.00369037061651259,-0.0053230825795906,-0.00899343138403607,0.167868151158019,-0.184747366253615,-0.416219913041682,0.000779585137500726,-0.00229551047010771,-0.00320748388100796,-0.00753777429707067,-0.00886949047258137
440,91,0.0105284526680596,-0.0706585006452839,-0.0871676106301016,0.000223730477413266,-8.12399352785374E-05,-0.00126029925495887,-0.00202639200270223,-0.00185158744649035,0.0189902974354605,-0.0174128436776135,-0.0345264607225119,-9.42930303813424E-05,6.4916456909309E-05,3.19116649212209E-05,0.000273781019257444,-0.000640951595490108,0.0731858251753707,-0.185925196967836,-0.322948111982282,-0.000682515420242384,-0.00105346074653642,-0.00362876944914499,-0.00575076601963588,-0.00954900418117365,0.171825319835014,-0.179636958904631,-0.421997475479091,0.000829755270875384,-0.00224955758892149,-0.00319064870819446,-0.00773807211743528,-0.00984908725476071
450,84,0.0106665182903962,-0.0731555686206646,-0.0903740927706113,0.000223730477413266,-0.000129259429846258,-0.00126029925495887,-0.00211461422469604,-0.00196758462741296,0.019684716311695,-0.0174739948152108,-0.0343846155652095,-9.42930303813424E-05,6.4916456909309E-05,8.25231971771777E-05,0.000324472456244688,-0.000438748684801289,0.074638355475459,-0.188863752977516,-0.328648273313348,-0.000682515420242384,-0.00108696284432242,-0.00355814081524871,-0.00587859023713956,-0.00967440498258071,0.175602925962619,-0.180342662465731,-0.426597942116275,0.000936047556829381,-0.00224535126227374,-0.00319064870819446,-0.00777261263696552,-0.00974365333089709
460,90,0.0115990885997136,-0.0723642276317412,-0.0920956316902021,0.000134048300302469,-0.000129259429846258,-0.00130599226198766,-0.00196965608629171,-0.00196758462741296,0.019684716311695,-0.0174739948152108,-0.0343846155652095,-9.42930303813424E-05,6.4916456909309E-05,8.25231971771777E-05,0.000324472456244688,-0.000438748684801289,0.0766777774549516,-0.192879217084292,-0.330821433179898,-0.000684342200263721,-0.000985369786314206,-0.00365996727421308,-0.00582920263960785,-0.00966814112450589,0.180388062157214,-0.181666396513934,-0.430935260702645,0.000936047556829381,-0.00241399801825936,-0.00307098951153229,-0.00784210166223697,-0.00959057208704022
470,74,0.0118089852204667,-0.0723749210851647,-0.093028491323218,0.000134048300302469,-0.000129259429846258,-0.00130599226198766,-0.00196965608629171,-0.00201065377727588,0.0199818802622939,-0.0173838398366193,-0.0357266562036636,-9.42930303813424E-05,0.000114709906116296,0.00013328079280168,0.000376186000183729,-0.000580066548618309,0.0788579762849963,-0.190460347735932,-0.33528168901332,-0.000632799861732307,-0.000997211176717088,-0.00360256717720171,-0.00600838672702498,-0.0105154624873905,0.183911670965388,-0.178815706656132,-0.43357696383995,0.00106886251968328,-0.00242730081466623,-0.00300424386978478,-0.00767666843997358,-0.0099258108224451
480,86,0.0127595689939178,-0.0741354351469506,-0.0963306504717557,0.000237810754302055,-0.000129259429846258,-0.00130599226198766,-0.00201544479123935,-0.00194541168059629,0.0208887938529642,-0.0156113331983833,-0.0376666155525877,-9.42930303813424E-05,6.64255370155588E-05,0.000288942725692957,0.000385106627769934,-0.000677650155163153,0.0793375238840588,-0.193644013567242,-0.33845084360223,-0.000632799861732307,-0.000997211176717088,-0.00352982794212591,-0.0064938875749558,-0.0106681084137248,0.187273427627201,-0.185914532744048,-0.439661417440295,0.00106886251968328,-0.00237286761786992,-0.00311362830416297,-0.00785527275826251,-0.00993273456052607
490,84,0.0130244689564316,-0.0740058455329637,-0.0970997545086419,0.000237810754302055,-0.000208372144737138,-0.00139390725358885,-0.00201544479123935,-0.00194541168059629,0.0204813059787394,-0.0158569309288201,-0.0396850615322041,-9.42930303813424E-05,6.64255370155588E-05,0.000145728226646971,0.00038983870276943,-0.000677650155163153,0.0831765761994245,-0.200364271076066,-0.344889812293816,-0.00052175771413465,-0.000959225777698235,-0.00346019445102288,-0.00720955054520036,-0.0110461084392024,0.191739116532037,-0.17612626689083,-0.443235326948972,0.00106886251968328,-0.00227378936532788,-0.00309657913296366,-0.00795981861192921,-0.0097758772625117
500,91,0.0137014589458234,-0.073744505756671,-0.0984865556696068,0.000237810754302055,-0.000293736328630421,-0.00139390725358885,-0.00195309586853144,-0.00212046066150807,0.0204813059787394,-0.0158569309288201,-0.0396850615322041,-9.42930303813424E-05,6.64255370155588E-05,0.000145728226646971,0.00038983870276943,-0.000677650155163153,0.0848632842942771,-0.202394186478047,-0.351613156775275,-0.000307895436761017,-0.000882303634049302,-0.00357615314962132,-0.00714400031166621,-0.0110726999964394,0.194608687895052,-0.176048625676778,-0.447271200576993,0.00106886251968328,-0.00217899232810603,-0.00280114355649892,-0.00824474770323506,-0.00995803641683247
510,78,0.0140540639031701,-0.0766875303628509,-0.101056362228267,0.000237810754302055,-0.000336383312295665,-0.00143833781850395,-0.00215975571374332,-0.00206477160929524,0.0213858712178386,-0.0170325856048815,-0.0405854810966884,-9.42930303813424E-05,0.000117926308271164,9.70596540898933E-05,0.00038983870276943,-0.000677650155163153,0.0862852582365436,-0.200571092717297,-0.353526094271148,-0.000307895436761017,-0.00091150059029542,-0.00368933292236991,-0.00720313186313837,-0.0111363873261365,0.199077370283054,-0.1737736857663,-0.451926955036048,0.000986398684598469,-0.00217694572222045,-0.00245357353466078,-0.0079967320674371,-0.0103171099996659
520,87,0.0141933934930667,-0.0763943825514215,-0.100900258627959,0.000237810754302055,-0.000321182416985733,-0.00148110786049344,-0.00215975571374332,-0.00204666905001304,0.0228346020042536,-0.0193927725523469,-0.0433915861968375,-9.21850225808156E-05,0.0002761210257826,0.000352889828813535,0.000298196295609098,-0.000765211517806898,0.0885471674303093,-0.20266061802345,-0.358819233236168,-0.000293826377264628,-0.000985837468970419,-0.00380041827291671,-0.00737800962569022,-0.0112399191990471,0.20215905488107,-0.173700732506054,-0.456196230764466,0.00114091765957427,-0.00213227489037373,-0.0026922446605507,-0.00825130676209692,-0.0108896099741519
530,85,0.0144607093545836,-0.0800785726968415,-0.107984999534325,0.000289407259631138,-0.000363989222098793,-0.00142910709086427,-0.00270747250469815,-0.00216784270929423,0.0228346020042536,-0.0193927725523469,-0.0433915861968375,-9.21850225808156E-05,0.0002761210257826,0.000352889828813535,0.000298196295609098,-0.000765211517806898,0.0910543106243063,-0.202351590427551,-0.362775684007297,-0.00035736133340512,-0.000857137470194387,-0.00367148840819785,-0.00744699561142636,-0.0111413511742014,0.207043675001746,-0.174262133809055,-0.459422840674893,0.00108140607017861,-0.00196640176720858,-0.00260574329285664,-0.00828890668429587,-0.0111745899819285
540,88,0.0146546860938789,-0.0809696548945975,-0.109686862336126,0.000289407259631138,-0.000363989222098793,-0.00131447159446831,-0.00279299428456547,-0.00223995058794943,0.0230100952273377,-0.0198790551358018,-0.0447749867534241,-9.21850225808156E-05,0.0002761210257826,0.000352889828813535,0.000350191701685807,-0.000758014920419986,0.0935841043985463,-0.196668672435365,-0.368690229481131,-0.000302843891613098,-0.000731479162592239,-0.00369741061580292,-0.00778446221134926,-0.0114378956008296,0.208900046328505,-0.177406723472492,-0.464248731646182,0.00108140607017861,-0.00199366266877852,-0.00256610622743702,-0.00828118281173938,-0.0116215972105549
550,82,0.014721206696719,-0.0820212031022331,-0.113468456048774,0.000289407259631138,-0.000294297754366614,-0.00135712404060079,-0.00292104989608758,-0.00233748415981853,0.0240462412074012,-0.0214296650867823,-0.0479564031666288,8.87312674120333E-06,0.000228251888079274,0.000404480890129242,0.000462383606789801,-0.000898997460434817,0.0947927363637971,-0.197449304568863,-0.371361859658628,-0.000337292357197359,-0.000731479162592239,-0.00374048321638263,-0.00782743489445878,-0.0113384569362389,0.212485577865883,-0.179271278523727,-0.469284048483067,0.00108140607017861,-0.00219174839104024,-0.00232211255506935,-0.00844781987767289,-0.011524584764245
560,87,0.0152374302278789,-0.0835489211770784,-0.11638569287212,0.000246533864239463,-0.000178249427072059,-0.0013743935011732,-0.00293769464952685,-0.00235641489593623,0.0240462412074012,-0.0214296650867823,-0.0479564031666288,8.87312674120333E-06,0.000228251888079274,0.000404480890129242,0.000462383606789801,-0.000898997460434817,0.0975866161062507,-0.195139166466614,-0.373934250967363,-0.000337292357197359,-0.000860911065275622,-0.00371949002873427,-0.00814103558429561,-0.0113052211843846,0.217369075198182,-0.176320098754685,-0.473882881248186,0.00113049837264452,-0.00216200882871194,-0.0024998667421403,-0.00889338344474283,-0.0117369133863667
570,86,0.015320293501055,-0.0839952124244924,-0.117580501715454,0.000246533864239463,-0.000178249427072059,-0.00141287658968419,-0.00293769464952685,-0.00243480284711342,0.0242961349588889,-0.0258680180062423,-0.0526225103336614,8.87312674120333E-06,0.000280146282211967,0.000510361378279228,0.000487891352250507,-0.00103915450297721,0.0986494144351687,-0.198583913508384,-0.378705059267809,-0.000382789711406664,-0.000936209971579033,-0.00356152041962638,-0.00817016761597978,-0.0115436018616802,0.21925883591954,-0.174400181264682,-0.477516875043885,0.00125447320560546,-0.00229034438864701,-0.00278198106801277,-0.00917478452109605,-0.0118003459163119
580,82,0.0161740749563863,-0.0846313613953921,-0.119908695783586,0.000246533864239463,-0.000243302520987566,-0.00148933492746192,-0.00282338592307437,-0.00249935199273763,0.0252802849945148,-0.0250814669417115,-0.0525552480364055,8.87312674120333E-06,0.000283559167165967,0.000563013815350089,0.000307492747437647,-0.00098395007239242,0.101890783963799,-0.194334361242404,-0.381583629209784,-0.000382789711406664,-0.000936209971579033,-0.00348535793477466,-0.00828298026493461,-0.0115577767066756,0.221461016111889,-0.17496181127567,-0.483091247198975,0.00125447320560546,-0.00240563891882905,-0.00295911236488324,-0.00968314795293632,-0.0118877418682873
590,84,0.0171572987484762,-0.082612592909221,-0.119717728532535,0.000246533864239463,-0.000243302520987566,-0.0015656470003427,-0.00290505454374829,-0.00249346144207227,0.0261522299523009,-0.0275714179306564,-0.0557128695346395,-4.10976357513574E-05,0.000393815705151381,0.000597204561343113,0.000425027382955154,-0.00098395007239242,0.103036491152555,-0.191133932436999,-0.38334691864962,-0.000382789711406664,-0.00089840606113977,-0.00360069944110238,-0.00816939241245348,-0.0115330540538526,0.222740988532976,-0.181033095709112,-0.489503880757002,0.00123502035972398,-0.00233386913629254,-0.00305386436407801,-0.0096136844800233,-0.0120381182233717
600,84,0.0176744006945839,-0.0871001719310691,-0.124713624019712,0.000304421573815766,-0.00017492013178337,-0.00164461114002479,-0.00303142573745125,-0.00239952355844779,0.0270411007633792,-0.0351882319569668,-0.0631719381891314,-3.58608227667417E-05,0.000447061938646455,0.000597204561343113,0.000425027382955154,-0.00102900058036985,0.10511447746745,-0.188360856220393,-0.385198929792811,-0.000364562063084475,-0.000966066418678926,-0.00367745297101866,-0.00809961705256166,-0.0113267846177936,0.225322164240704,-0.181281319472756,-0.493613711206159,0.00120304794885449,-0.00237288514492013,-0.00320206536368246,-0.00963974387000827,-0.0119832766238175
610,85,0.0176744006945839,-0.0871001719310691,-0.124713624019712,0.000304421573815766,-0.00017492013178337,-0.00164461114002479,-0.00303142573745125,-0.00239952355844779,0.027108094075392,-0.0377012067805832,-0.0656582096132155,-8.33734720744439E-05,0.000447061938646455,0.000597204561343113,0.000425027382955154,-0.00102900058036985,0.106770706518969,-0.192334344625303,-0.390032713519288,-0.000290350350936385,-0.000943582301461544,-0.00383726277713447,-0.00838309339414338,-0.0117743918228738,0.22840255281024,-0.176447588092581,-0.496973431879495,0.00120304794885449,-0.00242128717617754,-0.00344329248599884,-0.00990085368161295,-0.0125613547885187
620,84,0.0183918967834433,-0.0872278130760052,-0.126421597756463,0.000210174989946835,-0.00017492013178337,-0.00168103312546826,-0.0032739638031806,-0.0022470579536192,0.0273919587119136,-0.0422022168077947,-0.0699028447367636,-8.33734720744439E-05,0.000447061938646455,0.000597204561343113,0.000479481618453891,-0.00102900058036985,0.107094114458932,-0.1951554581378,-0.391308419649621,-0.000231206948992757,-0.000871256496025903,-0.00390622552188289,-0.008444300939061,-0.011811758895061,0.231981233009209,-0.174863296887945,-0.500250541233565,0.00131794247709338,-0.00242956789182925,-0.00339147495780735,-0.00988878577721724,-0.012826851141772
630,83,0.0185375272164912,-0.0871695466824293,-0.12667880091647,0.000210174989946835,-0.00017492013178337,-0.00168103312546826,-0.00331350880914358,-0.00228856364338666,0.0280074145749829,-0.0454380462261955,-0.0742318828794091,-0.00012698610311393,0.000447061938646455,0.000597204561343113,0.000597443177979705,-0.00124634968001581,0.10903155559025,-0.192186286246916,-0.39608044275634,-0.000169859735156583,-0.000703834192735218,-0.00383935032418966,-0.00850720963101603,-0.011909030724758,0.236292529680078,-0.175390213333392,-0.502654789151434,0.0013745623882215,-0.00231410550444347,-0.00318902433110073,-0.00988787658161409,-0.0128125100406294
640,80,0.0185375272164912,-0.0871695466824293,-0.12667880091647,0.000210174989946835,-0.00017492013178337,-0.00168103312546826,-0.00331350880914358,-0.00228856364338666,0.0283421258464069,-0.0462631801018008,-0.0755554092187787,-0.00012698610311393,0.000447061938646455,0.000597204561343113,0.000763344343339351,-0.00124634968001581,0.110373066986074,-0.193533196682522,-0.399109976296246,-0.000231432380526182,-0.000815463089309434,-0.00380046274217798,-0.00890507809884474,-0.0120431144478208,0.239853285777685,-0.172386046338217,-0.505534982011395,0.00144700778741836,-0.00214589755317653,-0.00311193147254269,-0.0102053742417861,-0.0133216199643366
650,89,0.0185375272164912,-0.0871695466824293,-0.12667880091647,0.000210174989946835,-0.00017492013178337,-0.00168103312546826,-0.00331350880914358,-0.00228856364338666,0.0289484051741912,-0.0486899053695743,-0.0807775596782452,-0.00012698610311393,0.000504650059611147,0.000706562928961384,0.000763344343339351,-0.00117562559258368,0.112301878919072,-0.190070839879223,-0.401480198403779,-0.000231432380526182,-0.00082729324519727,-0.00368452015647493,-0.00900872930337887,-0.0119903989365916,0.242240018178663,-0.178440299289759,-0.511508337629209,0.00144700778741836,-0.00228009000029319,-0.00337939641133842,-0.0100753054686487,-0.0136123233915113
660,85,0.0200109135829103,-0.0878764783442604,-0.131540678850178,0.000169886273223819,-4.24726349472862E-05,-0.00158215550367823,-0.00332062055140309,-0.00251578745785344,0.0291516118722249,-0.0477711926865578,-0.0827941551122415,-0.00012698610311393,0.000504650059611147,0.000706562928961384,0.000828430507279799,-0.00122258288519769,0.113805331241887,-0.195803449127774,-0.404542694892104,-0.000231432380526182,-0.000691078310342248,-0.00366401981822382,-0.00906578096389462,-0.0122773410331074,0.244677694792233,-0.176403961489718,-0.515778458467529,0.00153414823357487,-0.00226945812100112,-0.00317138960089888,-0.010155226327403,-0.0138560398267794
670,84,0.0197976155617576,-0.0902374678840161,-0.134367250345997,0.000169886273223819,-4.24726349472862E-05,-0.00162550521333151,-0.00332062055140309,-0.00251578745785344,0.0298870595200208,-0.0469947021033094,-0.0818654103998678,-0.00012698610311393,0.000504650059611147,0.00076121903516174,0.000828430507279799,-0.00115475995372066,0.115244288507799,-0.196583490514611,-0.406343144489944,-0.000231432380526182,-0.000691078310342248,-0.00364732374661804,-0.00894574985453139,-0.0127068597052849,0.246836659448116,-0.175496962898185,-0.520776461558348,0.00139999223246187,-0.00239837434237181,-0.00297545649212132,-0.0100505877829683,-0.0141023147001495
680,84,0.0200222650812863,-0.0906386770045089,-0.13651206884046,0.000169886273223819,-4.24726349472862E-05,-0.00169992202614546,-0.00335721541126558,-0.00258798957863335,0.0303343280223357,-0.0484922032783397,-0.0842098295507023,-0.00012698610311393,0.000515211957928921,0.000682649690778681,0.000794893696674605,-0.00115475995372066,0.117326790806281,-0.19644982522483,-0.411281731236402,-0.000332084604575,-0.000732677907534829,-0.00405989789541306,-0.00936779813440391,-0.0128862487338582,0.248825326324115,-0.176498890804416,-0.522930034598156,0.00144201771870832,-0.00245813437605008,-0.00281399051455052,-0.0101406654808468,-0.0141869224409849
690,83,0.0202611124181488,-0.0899930604788831,-0.137077463908598,0.000169886273223819,-0.000172616283054796,-0.00169992202614546,-0.00340372104872578,-0.00252455864048571,0.031102512898903,-0.0503332824061854,-0.0868339212012524,-0.00012698610311393,0.000515211957928921,0.000634582703272813,0.000849063488623879,-0.00109850572318088,0.120714607068045,-0.192744084432346,-0.413467530545221,-0.0001881300779588,-0.000721075330369621,-0.00408867282558308,-0.00930346607469416,-0.0130238795850419,0.251997334475609,-0.181524040749545,-0.525460773159575,0.00144201771870832,-0.00252915520051396,-0.00293704686830853,-0.0101534909526301,-0.0140490811595192
700,86,0.021202671952839,-0.0912354559080462,-0.138643089160358,0.000225760210311982,-0.00021580908502406,-0.00163910694142493,-0.00328266691463249,-0.00256820029601174,0.031102512898903,-0.0503332824061854,-0.0868339212012524,-0.00012698610311393,0.000515211957928921,0.000634582703272813,0.000849063488623879,-0.00109850572318088,0.124635249353912,-0.192635059152599,-0.415642697688102,-0.00022788345626987,-0.000685367738663634,-0.00408223775721865,-0.00906869626084015,-0.0128115104481221,0.254172622241743,-0.181753663196543,-0.529105592736321,0.00145362228459221,-0.00262508276204619,-0.00331496932750844,-0.0105593675835995,-0.0138201821505298
710,88,0.0212387579517471,-0.0945071569101275,-0.142957088662089,0.000225760210311982,-0.000289894064113252,-0.00157952603541319,-0.0031576608242379,-0.00282542081930584,0.0324052344934562,-0.0498797891196021,-0.0862535948422542,-0.00012698610311393,0.000515211957928921,0.000749753072404965,0.000849063488623879,-0.00109850572318088,0.125669314308553,-0.194713755652111,-0.420336535390289,-0.000210705582281329,-0.000778786282069456,-0.00409613824406992,-0.00926175260629075,-0.0132679401920466,0.257382090482567,-0.178916412013049,-0.531979441541459,0.00153905611168455,-0.00266752113842608,-0.00338456221420047,-0.0106387777944399,-0.0140916627634583
