GAMES,ROUNDS,NoHits4,NoHits14,NoHits24,NoHits34,NoHits44,NoHits54,NoMisses4,NonMissSpaces14,NonMissSpaces24,NonMissSpaces34,NonMissSpaces44,NonMissSpaces54,NoHits5,NoHits15,NoHits25,NoHits35,NoHits45,NoHits55,NoMisses5,NonMissSpaces15,NonMissSpaces25,NonMissSpaces35,NonMissSpaces45,NonMissSpaces55,NoHits3,NoHits13,NoHits23,NoHits33,NoHits43,NoHits53,NoMisses3,NonMissSpaces13,NonMissSpaces23,NonMissSpaces33,NonMissSpaces43,NonMissSpaces53,NoHits2,NoHits12,NoHits22,NoHits32,NoHits42,NoHits52,NoMisses2,NonMissSpaces12,NonMissSpaces22,NonMissSpaces32,NonMissSpaces42,NonMissSpaces52
10,76,0.0241011885364486,-0.0173525402891143,0.00706922811926458,0.00900945012150666,0,0,-0.212998037131927,-0.00903431853430792,-0.00907178283574702,-0.00801548454757665,-0.0109331456297412,-0.0199659492043309,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425072602712832,-0.0607104221213824,0.00916088834779803,0,0,0,-0.303457153552242,-0.00513424120265321,-0.0067577390460629,-0.0113324593652691,-0.0379061826509319,-0.0180358320707483,0.237259867848932,-0.132768535221706,0.114441756852821,0.0601245109697417,0.00456923617130007,-0.00587632963247122,-0.333129447185414,0.0142886400657386,-0.0356431193735803,-0.0546154823060098,-0.0795867324325846,-0.0928606726199843
