GAMES,ROUNDS,NoHits4,NoMisses4,NonMissSpaces14,NonMissSpaces24,NonMissSpaces34,NonMissSpaces44,NonMissSpaces54,NoHits5,NoMisses5,NonMissSpaces15,NonMissSpaces25,NonMissSpaces35,NonMissSpaces45,NonMissSpaces55,NoHits3,NoMisses3,NonMissSpaces13,NonMissSpaces23,NonMissSpaces33,NonMissSpaces43,NonMissSpaces53,NoHits2,NoMisses2,NonMissSpaces12,NonMissSpaces22,NonMissSpaces32,NonMissSpaces42,NonMissSpaces52
110,74,0.280626457132864,-0.427473927994405,-0.0104242430571626,-0.0273875091464392,-0.0252616006324287,-0.0704042565016526,-0.047186823314891,0.270495921594608,-0.435441538967141,-0.000373946130836102,-0.00163110580879457,-0.0383198824881974,-0.057238877261666,-0.0118945858342951,0.281311436555874,-0.52669100170804,-0.0807022233995351,-0.110319670057144,-0.185441626751035,-0.265144935513632,-0.175928387599442,0.113595780346825,-0.603136007267363,-0.111014656747988,-0.119780672814598,-0.430634744916826,-0.443464652595932,-0.50310535213913
120,79,0.280626457132864,-0.427473927994405,-0.0104242430571626,-0.0273875091464392,-0.0252616006324287,-0.0704042565016526,-0.047186823314891,0.270495921594608,-0.435441538967141,-0.000373946130836102,-0.00163110580879457,-0.0383198824881974,-0.057238877261666,-0.0118945858342951,0.243694909428683,-0.626562062297861,-0.0714013626338309,-0.158967318888687,-0.239904831479441,-0.280988719853975,-0.239761226172606,0.185094363594131,-0.556452527862154,-0.111489133159717,-0.17033767294016,-0.423475212854771,-0.515305748068692,-0.514568798765316
130,69,0.261156139447338,-0.404569393261087,-0.0138231131133174,-0.0306743395396279,-0.0351688152034612,-0.0630407494501762,-0.0455475164090429,0.295612466513604,-0.3890393167258,-0.00327587398394394,-0.00163110580879457,-0.0380918144423447,-0.0411799991893114,-0.0118945858342951,0.199764899602918,-0.608618468996028,-0.0626025682960285,-0.157560814498495,-0.243419772156871,-0.270734962421788,-0.264388681117856,0.278854319393459,-0.579947900408595,-0.108128183566606,-0.21710646366749,-0.446789803087546,-0.514970524306365,-0.532908838447105
140,81,0.28736022329917,-0.397294415265014,-0.0142959001528251,-0.0360366438172711,-0.0296154461474509,-0.0664431756324438,-0.0524695302380241,0.309886552657099,-0.379736615462536,-0.00327587398394394,-0.00163110580879457,-0.0380918144423447,-0.0411799991893114,-0.00728949120894023,0.331306558225695,-0.45519056304429,-0.0608034621071119,-0.175990778190033,-0.292851843549133,-0.272639726184393,-0.297063925609986,0.200173230128639,-0.600987438558006,-0.124671363091915,-0.189391317904576,-0.480200866232194,-0.516121013468575,-0.58178922859905
150,69,0.359077948140834,-0.377618665996052,-0.0203015675193563,-0.0438213791280527,-0.0259243116918373,-0.0756379186991783,-0.0722432102190822,0.345197234568423,-0.358150045495191,0.00186180899442251,0.00144024191657103,-0.0418447181007256,-0.0396395691290382,-0.0153910214362576,0.276302372834372,-0.550813484628422,-0.0723502522775151,-0.212652989181615,-0.282606276503246,-0.293930850763453,-0.345021876793418,0.234527516970838,-0.63647302411556,-0.0916373669792966,-0.20420028066137,-0.500531554586805,-0.486811894206525,-0.610839505294427
160,70,0.359475484169869,-0.421411946800342,-0.0203015675193563,-0.0466373625592809,-0.043363362109704,-0.0820400704872111,-0.0623813956096623,0.316495826503815,-0.360927732864157,0.00186180899442251,0.00602460669043802,-0.0418447181007256,-0.0314274403238567,-0.02666377161675,0.237696483544702,-0.493355556151446,-0.0702271656145969,-0.235244459420197,-0.303513494477968,-0.323106130476859,-0.331837139448677,0.301191724138509,-0.541699529548923,-0.123934564785903,-0.223068229569589,-0.521237142087298,-0.505756670501124,-0.658660800303795
170,76,0.342691885122117,-0.411904523905231,-0.0203015675193563,-0.0466373625592809,-0.0527671616926472,-0.0844904689309608,-0.0789090134914006,0.360047720389758,-0.322776690852537,0.00648515905893455,0.00602460669043802,-0.0418447181007256,-0.0314274403238567,-0.0214802776710006,0.301857853841568,-0.489290190605683,-0.066840230584657,-0.219190434981056,-0.292175779078227,-0.366110995976883,-0.33807980621566,0.263892333587685,-0.561145810548202,-0.139232281152886,-0.240968195251046,-0.483056453256004,-0.494426980270919,-0.650352421728935
180,70,0.307625443636539,-0.510589030010996,-0.0294367400141191,-0.0596835543591025,-0.0687393831311249,-0.0964125774841068,-0.0808485669863334,0.360047720389758,-0.322776690852537,0.00648515905893455,0.00602460669043802,-0.0418447181007256,-0.0314274403238567,-0.0214802776710006,0.287183596287877,-0.414708655502925,-0.0487115839605087,-0.183824261316705,-0.302542215935752,-0.344839258761219,-0.363391191747406,0.218481250146247,-0.465559044304328,-0.167428666164408,-0.202966945798851,-0.46092230046629,-0.511187288081641,-0.635096408950747
190,79,0.331903888456472,-0.498246433099205,-0.0303849942040245,-0.0596835543591025,-0.0718581546229586,-0.0964125774841068,-0.0738663405054555,0.384790311794336,-0.278323432841029,0.00364579903078225,0.00817217286309842,-0.0356241157386085,-0.0309516228145321,-0.0240295859812304,0.326163397801831,-0.459747138162286,-0.0582294820030188,-0.192202296936818,-0.307095592084097,-0.346774757602602,-0.371038607999956,0.204316302931525,-0.478179984598017,-0.194327073606159,-0.213840401697838,-0.460512046203896,-0.530611137410084,-0.61075760219477
200,74,0.325930588927938,-0.543407776837613,-0.0303849942040245,-0.0620638099208129,-0.0765198350268973,-0.103242157729834,-0.0857002871385031,0.400228339621527,-0.220976826197074,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0268196226586527,-0.0357790142191698,0.199246066209487,-0.589291926600142,-0.0855320473603948,-0.209125836507786,-0.324198165768905,-0.382223623901048,-0.361352838986692,0.283656222207551,-0.447934632126366,-0.199037948746671,-0.203766262968678,-0.490285522207855,-0.552717315951653,-0.626976347616702
210,81,0.304192983924958,-0.618790288434731,-0.0361763040001048,-0.0753771312470658,-0.0766620227078517,-0.119225691648042,-0.0966549750305768,0.400228339621527,-0.220976826197074,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0268196226586527,-0.0357790142191698,0.335280725382109,-0.440223227010588,-0.0872479904618321,-0.203141066070867,-0.341398944692626,-0.349400041784386,-0.374747207736267,0.289536868928455,-0.568955845810617,-0.180137650480689,-0.267622068731926,-0.529199667793571,-0.521577308819775,-0.646569309997613
220,81,0.310736226987346,-0.601715139188028,-0.0395686729938406,-0.0810514515023523,-0.0772706832589631,-0.109404532516447,-0.104207720770265,0.400228339621527,-0.220976826197074,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0268196226586527,-0.0357790142191698,0.372123572987665,-0.322462224629861,-0.0890465741780704,-0.229824536454747,-0.339146369153239,-0.354533721937323,-0.38055942684575,0.293069017351353,-0.571391196308561,-0.175523075392782,-0.298119714821809,-0.525352865510686,-0.569859158465396,-0.668079450570507
230,78,0.362370732321998,-0.558789747792878,-0.037488037128183,-0.0844674295772152,-0.0636100039356467,-0.115067127018732,-0.12122363507303,0.407463121759752,-0.196437622012608,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0272567946430454,-0.0357790142191698,0.262447070218535,-0.543121125873077,-0.135446925681912,-0.235144975802144,-0.387129091678224,-0.390262029160188,-0.438323346667496,0.186048358921523,-0.583518819852704,-0.186706919718754,-0.298849400622385,-0.537916883227283,-0.555235382478448,-0.659275564968224
240,79,0.39044322852835,-0.565053249045981,-0.0218177993841337,-0.096370413245925,-0.0891320397567074,-0.127336130626356,-0.120548957178054,0.407463121759752,-0.196437622012608,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0272567946430454,-0.0357790142191698,0.358203222004548,-0.416238197572821,-0.131285164463431,-0.24149445229946,-0.403649988302096,-0.400291191973324,-0.433884164348959,0.247918165877454,-0.506543668046062,-0.19383570409571,-0.30585203379299,-0.582022423139929,-0.577285609799095,-0.678824780468191
250,81,0.417351218836535,-0.532516549308197,-0.0226564464949189,-0.0971185481425687,-0.0914416152681944,-0.128047635884545,-0.123610770731434,0.407463121759752,-0.196437622012608,-0.00353973954148031,0.0159447678310173,-0.0313532039219466,-0.0272567946430454,-0.0357790142191698,0.260297431608496,-0.434906755466628,-0.162479859458608,-0.239070240458986,-0.408072913529477,-0.42310562039772,-0.448037527320052,0.139176721555836,-0.503751077135474,-0.202462054786273,-0.303342390050458,-0.570248258750779,-0.613259266888318,-0.711524823260292
260,81,0.439292547475437,-0.503786534894833,-0.0226564464949189,-0.0971185481425687,-0.0914416152681944,-0.128047635884545,-0.11666654120751,0.411812497254514,-0.185625064516227,-0.00715575877792892,0.0159447678310173,-0.0655467165469741,-0.0162498499739031,-0.0395331712050555,0.238656647814357,-0.494812276208808,-0.189115813413948,-0.23399193442049,-0.432485200195667,-0.435970993987925,-0.461285432663228,0.217707176441582,-0.500586603207089,-0.187958460740689,-0.305167839301222,-0.557564354168317,-0.636632055241978,-0.711047258362565
270,76,0.466207731038883,-0.44929285152509,-0.0237906711586359,-0.0890803243070073,-0.0914416152681944,-0.129035224238521,-0.117678797785174,0.423335513455896,-0.174476442053623,-0.00715575877792892,0.0159447678310173,-0.0655467165469741,-0.0162498499739031,-0.0395331712050555,0.362094266858345,-0.502564651824991,-0.213458541036686,-0.240701201917387,-0.461550755435196,-0.446316856413917,-0.461155503499161,0.178095909149006,-0.502725183359311,-0.198689929177249,-0.280118927412024,-0.580166176077045,-0.660012041608036,-0.736637604249741
280,67,0.505667282042322,-0.385775377770225,-0.0237906711586359,-0.0890803243070073,-0.0772897238587423,-0.137057489183393,-0.115291762654989,0.389515114569967,-0.158228239998678,-0.00763271329419495,0.0213207257601406,-0.0572483404817498,-0.0185200379068117,-0.0529152463806197,0.267952543547878,-0.55707723897631,-0.204183417437375,-0.234957869044003,-0.461705352306528,-0.45736005667194,-0.472245163458293,0.26887843363526,-0.474770405600402,-0.172893027969548,-0.2708124536196,-0.584802540661817,-0.65250431392121,-0.748627409801457
290,69,0.520463631890436,-0.351632243232918,-0.0237906711586359,-0.0890803243070073,-0.0772897238587423,-0.137057489183393,-0.115291762654989,0.380923468646519,-0.146583478153184,-0.00763271329419495,0.0186583340233198,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.314008289959893,-0.507291393483391,-0.205858302392843,-0.248539886194939,-0.485840273592006,-0.514120656105742,-0.46237837760357,0.1570515073017,-0.496393141883657,-0.193145243750001,-0.312088145483748,-0.618974886961184,-0.651827094540292,-0.762901286378092
300,78,0.5515911281394,-0.331092857565719,-0.0219566195197807,-0.0860904561507783,-0.0730219798583951,-0.137057489183393,-0.115291762654989,0.380923468646519,-0.146583478153184,-0.00763271329419495,0.0186583340233198,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.405743467858864,-0.579435171988029,-0.240817765705374,-0.253839165727934,-0.513293007502593,-0.533599500423533,-0.511488408462426,0.157260071903989,-0.557036284395372,-0.232278338961843,-0.307049123139416,-0.605586271132932,-0.65771831790419,-0.771893112124414
310,77,0.449723469824755,-0.515801398900233,-0.0348519120796923,-0.0950836516414872,-0.122278948711389,-0.132857577576626,-0.125673303983798,0.397522885901459,-0.114666499331588,-0.00423682448291603,0.0186583340233198,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.494395255985521,-0.433329473369117,-0.256907574215999,-0.239247536874613,-0.498659230793251,-0.528611735583293,-0.527348801079704,0.268005913458686,-0.554451035915363,-0.230278737038068,-0.298588739405956,-0.602418790012242,-0.628977976036413,-0.758054984352999
320,75,0.473443612267045,-0.558005493377559,-0.0401176056081066,-0.108882843125597,-0.128760895117089,-0.144240563822264,-0.119481977440007,0.397522885901459,-0.114666499331588,-0.00423682448291603,0.0186583340233198,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.501095207189011,-0.400672570269587,-0.247002273373088,-0.283863918599005,-0.510392364066674,-0.565019122047591,-0.557696549260596,0.251397174911867,-0.605951515889047,-0.196861621623644,-0.275169210870333,-0.605846426403841,-0.637405628430731,-0.743218988848781
330,76,0.497115645399243,-0.525195949785536,-0.0430254500533313,-0.109697799429038,-0.129533464355874,-0.147919288811986,-0.112880560560423,0.377094615071748,-0.128839910338021,-0.00517720260755388,0.0232592840360851,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.58379743111775,-0.267061572747104,-0.27229881335704,-0.284129568527614,-0.503502328920453,-0.553820204132086,-0.564009986349407,0.137999551346004,-0.705650709614239,-0.235565950033191,-0.262124521194666,-0.613330672587772,-0.651628833078859,-0.715355604862571
340,82,0.497115645399243,-0.525195949785536,-0.0430254500533313,-0.109697799429038,-0.129533464355874,-0.147919288811986,-0.112880560560423,0.377094615071748,-0.128839910338021,-0.00517720260755388,0.0232592840360851,-0.0551399280348673,-0.0155801462078656,-0.0585262829156244,0.450267220515584,-0.501421903959853,-0.287523218874868,-0.286377518277514,-0.52170396518425,-0.575218622187659,-0.600739364939086,0.199283209187368,-0.508476019235101,-0.231675685326022,-0.240225628001856,-0.64212062776988,-0.675406618522312,-0.740648857856274
350,74,0.516550015365412,-0.499820006171186,-0.0430254500533313,-0.109697799429038,-0.129533464355874,-0.147919288811986,-0.112880560560423,0.334498723228113,-0.150472615614678,-0.00517720260755388,0.00847576956249495,-0.0577068805012771,-0.018676376957689,-0.0766165002991161,0.471350776127497,-0.359589481873785,-0.288188085496046,-0.288881032370224,-0.512887351652348,-0.587482486439439,-0.605048412266451,0.102923970721026,-0.49540392063193,-0.20434420926514,-0.292579631656086,-0.637247233021314,-0.689703514694387,-0.734714410840811
360,69,0.549989368847799,-0.461249233833251,-0.0430254500533313,-0.104713593961953,-0.134330685303416,-0.142738409172115,-0.112880560560423,0.373693764152478,-0.0888630915680328,-0.00199172060586845,0.00847576956249495,-0.0577068805012771,-0.0148606592338042,-0.0766165002991161,0.341107053438125,-0.518995923767318,-0.306251156624552,-0.303749683468654,-0.530418061428766,-0.589488507714382,-0.611823030755502,0.247019678460104,-0.497678182457993,-0.209618797256922,-0.308171102229084,-0.608742838529152,-0.685774020071295,-0.73561434957602
370,74,0.576392160211371,-0.438951378520398,-0.0437814874645953,-0.104713593961953,-0.1203768403992,-0.156410076366659,-0.135158322348443,0.373693764152478,-0.0888630915680328,-0.00199172060586845,0.00847576956249495,-0.0577068805012771,-0.0148606592338042,-0.0766165002991161,0.438505326768709,-0.442196274848465,-0.304328703539524,-0.299407915993056,-0.522922020639687,-0.603986896302386,-0.64308152583762,0.0525308601968728,-0.577629903756131,-0.233449131560632,-0.329421687624947,-0.614154110553321,-0.703336182113917,-0.760708498459559
380,77,0.627034946572406,-0.358791894253766,-0.0543165691062933,-0.114807518537427,-0.135608935853252,-0.164207772721206,-0.138334797741063,0.373693764152478,-0.0888630915680328,-0.00199172060586845,0.00847576956249495,-0.0577068805012771,-0.0148606592338042,-0.0766165002991161,0.473331451077593,-0.249931879122072,-0.301426083900117,-0.316355806172802,-0.49724434682589,-0.609827782942375,-0.627995836167032,0.0866930789224417,-0.614804469472169,-0.221878764544962,-0.35117436051449,-0.612983794521475,-0.735590357589517,-0.75277878062584
390,73,0.616885321565491,-0.44587704781046,-0.0692295372031138,-0.126010356633723,-0.148879637437459,-0.168543508309128,-0.14405260156192,0.383595508790665,-0.0759221631628599,-0.00199172060586845,0.00847576956249495,-0.0545838860018931,-0.0148606592338042,-0.0766165002991161,0.285973994623932,-0.482949704029156,-0.286277230950041,-0.336251117784211,-0.495483837355362,-0.630710018147691,-0.634438372193939,0.235887060297012,-0.647044802054137,-0.223332196814108,-0.367026156741183,-0.587441960393033,-0.750331105429182,-0.751704042213593
