GAMES,ROUNDS,HitSpacesInRow4,AdjMisses4,NonMissSpaces14,NonMissSpaces24,NonMissSpaces34,NonMissSpaces44,NonMissSpaces54,NoDiagHitsWithAdjHit4,HitSpacesInRow5,AdjMisses5,NonMissSpaces15,NonMissSpaces25,NonMissSpaces35,NonMissSpaces45,NonMissSpaces55,NoDiagHitsWithAdjHit5,HitSpacesInRow3,AdjMisses3,NonMissSpaces13,NonMissSpaces23,NonMissSpaces33,NonMissSpaces43,NonMissSpaces53,NoDiagHitsWithAdjHit3,HitSpacesInRow2,AdjMisses2,NonMissSpaces12,NonMissSpaces22,NonMissSpaces32,NonMissSpaces42,NonMissSpaces52,NoDiagHitsWithAdjHit2
7110,55,0.211112990442789,-0.561344143800178,-0.426294561785296,-0.465574462615534,-0.546158495978554,-0.598947306631669,-0.648157963544474,1.38895978846235,0.279838875997467,-0.291182882772603,-0.167242994615339,-0.307256009896575,-0.373326363736113,-0.326797256489463,-0.403611096312738,0.813025311376671,-0.042127348285134,-0.535703498170572,-0.277635133422217,-0.377639652154299,-0.489326675256808,-0.688302003730473,-0.633031752333159,1.6173822419543,-0.287464339282782,-0.565876065783756,-0.172842367657757,-0.395208267979442,-0.583539193779561,-0.515045705746671,-0.579919106089326,1.58109396104483
7120,55,0.106358846153097,-0.57159090053253,-0.427994057469423,-0.465961656087668,-0.548703425015406,-0.616182671506715,-0.649511388353099,1.37834857430535,0.31828959810811,-0.274724127354196,-0.163275403763689,-0.314096938196906,-0.365837899453025,-0.331236231396747,-0.403611096312738,0.803938060851988,-0.0749947780925904,-0.563519062634496,-0.2967936120047,-0.39104973009395,-0.482544678808506,-0.693864354667211,-0.650521709308511,1.5792014990024,-0.198578612038086,-0.567063470486757,-0.157274348124049,-0.400732749871274,-0.565235699088729,-0.531771512423228,-0.567770255152867,1.59105170078036
7130,54,0.149706851107189,-0.532943730041713,-0.427994057469423,-0.459458195717786,-0.548703425015406,-0.620385579202639,-0.649511388353099,1.38483723164021,0.356136826310676,-0.24855535739835,-0.163275403763689,-0.314096938196906,-0.364512361033873,-0.327360945393921,-0.403611096312738,0.803938060851988,-0.157321189221901,-0.61686917916264,-0.298018036054608,-0.406632619306055,-0.496437736346429,-0.689278482871257,-0.67741262511247,1.54971613976255,-0.362468673492772,-0.612178331754313,-0.166056292153993,-0.421317314998108,-0.553290891566604,-0.51007779694571,-0.586347617681575,1.52338872193101
7140,53,0.1460014455274,-0.505853107137865,-0.421003432996394,-0.459458195717786,-0.567456029355602,-0.62412508890911,-0.649511388353099,1.38444851848801,0.359078477420316,-0.216012058364684,-0.163275403763689,-0.311814519222486,-0.361859860581641,-0.324600479969422,-0.403611096312738,0.813751314723098,-0.170524647523733,-0.642104554951379,-0.301312418218198,-0.412781913732929,-0.502320652523796,-0.685834363102696,-0.679043540651994,1.55151110991008,-0.360350578500283,-0.578891478987616,-0.170703313721164,-0.40817413232936,-0.558413475909573,-0.499361041536325,-0.576794956561426,1.53566095279666
7150,57,0.247280946840178,-0.44081059771987,-0.421003432996394,-0.449416843033196,-0.561827580742828,-0.62412508890911,-0.651928236448346,1.38660039691554,0.340898411353347,-0.223611429561078,-0.163275403763689,-0.309196324393311,-0.361859860581641,-0.322621922674801,-0.403611096312738,0.809955466816586,-0.105204030609352,-0.635053184205772,-0.295272793356312,-0.410442652828443,-0.521476825856468,-0.690986422186388,-0.670784500372973,1.58225905783714,-0.422588931337371,-0.606066088889113,-0.185253242105353,-0.415366003326485,-0.563281055523587,-0.511770706021552,-0.581593171060754,1.47957788371357
7160,56,0.166716172254361,-0.487878461387051,-0.421003432996394,-0.460203192264852,-0.564971583502361,-0.62749872594699,-0.65498760834604,1.37710832321694,0.33019146454107,-0.239444283095589,-0.163275403763689,-0.309196324393311,-0.360072777530637,-0.319535465496854,-0.403611096312738,0.807446189508461,-0.275046415256573,-0.67919561165126,-0.304866292620177,-0.39974646355278,-0.516341954390762,-0.700826370063986,-0.663030680378814,1.54964309071661,-0.377389145412504,-0.605076655620455,-0.174335666834015,-0.447568249148804,-0.553202693390234,-0.510455472683565,-0.598999433031141,1.53306122719677
7170,57,0.130055398900683,-0.492148973518267,-0.421003432996394,-0.465025443016617,-0.573129291557028,-0.622439526876563,-0.65498760834604,1.36849602705244,0.357740229583019,-0.220405155299657,-0.163275403763689,-0.305376112910616,-0.360072777530637,-0.319535465496854,-0.403611096312738,0.807446189508461,-0.0944196038253389,-0.679687235156908,-0.318535227985962,-0.394437360431272,-0.493369891625056,-0.69618399024631,-0.67273497622698,1.57438977722936,-0.219240506834774,-0.67319170723323,-0.152520299133719,-0.433607194234716,-0.539234477935272,-0.503262762433598,-0.619823322971366,1.54502959552261
7180,58,0.11589580162175,-0.506772538826373,-0.428537052530334,-0.482346090480342,-0.575563186464775,-0.613814349685451,-0.646681290105735,1.37237045194292,0.343858447152743,-0.23772541975661,-0.163275403763689,-0.305376112910616,-0.360072777530637,-0.315768116489005,-0.392414404799897,0.808424173216701,0.00295848997648069,-0.563585697630126,-0.330249286910749,-0.386820547430969,-0.479180635461703,-0.685616192882926,-0.660480730069673,1.58194516438599,-0.287511977966129,-0.629449154472672,-0.164457200991835,-0.425360328058049,-0.548896174299693,-0.492722570128589,-0.644169027496932,1.56122306438009
7190,61,0.0939346350125845,-0.489313192721162,-0.433272513157692,-0.481947829083165,-0.59027333942271,-0.600914578277653,-0.649626709996893,1.3527922186772,0.35610745042854,-0.268553209630115,-0.164237356197083,-0.305786584472212,-0.354776809005233,-0.337457509812175,-0.385714849076115,0.814700949098711,-0.0486341383834704,-0.650058672243729,-0.339209220581433,-0.386402638666702,-0.455955500765348,-0.692833018370241,-0.65339128872289,1.53578597592644,-0.303682685160177,-0.581522683386251,-0.18554116359817,-0.438583888348081,-0.573382067248092,-0.514661856865411,-0.642489663871684,1.52604703950566
7200,58,-0.00721625124370602,-0.549907116808208,-0.43875569019589,-0.486331479325549,-0.597518983254001,-0.606825316325351,-0.649559644115642,1.32246202753514,0.376975963217734,-0.24540618791692,-0.164237356197083,-0.305786584472212,-0.354776809005233,-0.334614378331486,-0.385714849076115,0.82029340413086,-0.269025523815705,-0.650103623920048,-0.342988829431498,-0.398243812833793,-0.458013335062164,-0.680603402121276,-0.667128658276457,1.47876825690306,-0.321809724562068,-0.600788734198721,-0.173535784474979,-0.458924295129427,-0.564427583308902,-0.533256970101518,-0.659320337674001,1.49844440535172
7210,55,-0.00306647528055743,-0.488073736077066,-0.443438244081844,-0.486953551455805,-0.598023809692546,-0.595534287795524,-0.644285331051391,1.33201155230129,0.382628106925139,-0.241689673964781,-0.164237356197083,-0.305786584472212,-0.354776809005233,-0.334614378331486,-0.385714849076115,0.822140441596156,-0.188920493679191,-0.661856565198685,-0.336890095480289,-0.384268675021312,-0.431331094891302,-0.68177356262322,-0.669363757240395,1.49001495139583,-0.273576280140835,-0.569060868703693,-0.15201463129039,-0.447364237947706,-0.548286601875281,-0.54541604207919,-0.674099374244993,1.51257949597339
7220,57,0.0776751360167925,-0.447866356989415,-0.438563802864456,-0.486953551455805,-0.585418875054384,-0.588645879100877,-0.639762523786193,1.35304994467526,0.359245703657999,-0.249712635822567,-0.164237356197083,-0.305786584472212,-0.362687570014823,-0.3317582589267,-0.382145182841624,0.816124679839461,-0.0258117560493391,-0.596865691703993,-0.353277035820729,-0.38144894612387,-0.44348058729541,-0.646365817338249,-0.693282942521854,1.55147580211666,-0.447787579527639,-0.56819331373541,-0.151996265446259,-0.468690150837072,-0.535326985346033,-0.557233545574065,-0.67931134131733,1.44165748830527
7230,56,0.043533905933269,-0.48442471742106,-0.44541785324578,-0.486614293569886,-0.593530972776714,-0.572412580996795,-0.654137588151566,1.33851510586678,0.357857513022534,-0.301858413674163,-0.173010772724342,-0.302912830838038,-0.370212739371068,-0.334881466337928,-0.378855046490224,0.825362094029305,0.0484171616183264,-0.539054687714274,-0.372417324720899,-0.378414407926669,-0.414366205045643,-0.620232458417368,-0.700988561272195,1.57076128024164,-0.438811241187921,-0.631433893916409,-0.148106778249743,-0.464663243011866,-0.528817781241313,-0.570233948065308,-0.671379324429412,1.41824970777109
7240,58,0.0596856609081781,-0.473898130291975,-0.44541785324578,-0.486614293569886,-0.593530972776714,-0.572412580996795,-0.648926808744493,1.3437128800768,0.275779010059182,-0.356559206466783,-0.170701693416586,-0.302912830838038,-0.370212739371068,-0.33089636166205,-0.38135030187964,0.806837392103151,-0.0392646687049835,-0.66876677495077,-0.362105623988073,-0.385669108878721,-0.433213315204941,-0.610894822135901,-0.715623358152913,1.54312418710136,-0.258751670850413,-0.625105633473922,-0.154877435939916,-0.456841404795756,-0.547521094081088,-0.574451399057421,-0.645358209738271,1.45808277068261
7250,57,0.0869243883526281,-0.437862247732136,-0.44541785324578,-0.486614293569886,-0.593530972776714,-0.563539946359701,-0.648926808744493,1.3437128800768,0.30512527999547,-0.319466498200892,-0.170701693416586,-0.302912830838038,-0.370212739371068,-0.336775275316678,-0.376675470541427,0.816368962932619,-0.00962680887151364,-0.671541178362307,-0.363667225674375,-0.386379909449186,-0.445209273364804,-0.626638851099785,-0.723608915808506,1.51161326367242,-0.272171633751377,-0.65141960483597,-0.152774502386289,-0.430337609522162,-0.539719318924457,-0.57324580595751,-0.654645651556468,1.44157425828626
7260,56,0.106849586393862,-0.405427014582309,-0.44541785324578,-0.486614293569886,-0.585504495649949,-0.563539946359701,-0.648926808744493,1.34288275462172,0.229975854323597,-0.324454402584835,-0.170701693416586,-0.305299804031426,-0.363777273397512,-0.331005219496163,-0.399860091730196,0.818948802752688,-0.0637015487761749,-0.636159682811119,-0.368314415074285,-0.383697565031127,-0.448405725050838,-0.612133986967136,-0.711698086280979,1.50604949551545,-0.294663773588585,-0.781587835263963,-0.155028223004851,-0.439465462258892,-0.544743095527849,-0.561117838653292,-0.650258444462114,1.42038919479283
7270,60,0.0957130315454767,-0.441927051859958,-0.444858275404369,-0.49626444213357,-0.591336913085393,-0.569203239219511,-0.652160442913209,1.35549371161519,0.226397966477514,-0.318363967880629,-0.168429218936797,-0.30154351256768,-0.363777273397512,-0.337834885880619,-0.395345439515394,0.809661662284767,-0.035695387994724,-0.674551961678358,-0.384576147556952,-0.371680201776544,-0.467521035997696,-0.604575507442377,-0.722707822842893,1.51117084962016,-0.293181768105782,-0.701645774270089,-0.139533675691888,-0.422728513117987,-0.542640976495999,-0.551468000632842,-0.642597774623549,1.45972388615441
7280,59,0.129419166648119,-0.419046577028643,-0.446863094144247,-0.510611828168979,-0.59025307018446,-0.56532281717784,-0.650577338545595,1.37975533334911,0.207611333684513,-0.370159854808316,-0.162871364465456,-0.298982139314851,-0.388579209811968,-0.32140633823416,-0.389467350033899,0.820915850160764,-0.138157328634835,-0.607864172995437,-0.383266869475448,-0.39699646163414,-0.436989792676738,-0.621039710035685,-0.690245433380676,1.45780148068149,-0.272860976802276,-0.677833985627676,-0.131961796759915,-0.418080684068814,-0.538594155280304,-0.530187237169905,-0.622950537920664,1.45714216916201
7290,56,0.115269669989557,-0.433937082936343,-0.452753903726367,-0.510611828168979,-0.59025307018446,-0.561351716983032,-0.639470222787436,1.37551137552669,0.176471759289606,-0.392911494398974,-0.167902420568988,-0.295917021669337,-0.396626541621029,-0.339810840597214,-0.383843186162085,0.805543340201113,-0.210828448660004,-0.526892780993302,-0.384153388572964,-0.373527338251218,-0.446194582790047,-0.599070955128561,-0.687178765658873,1.45436599482835,-0.278946796206204,-0.674738695777042,-0.139646071926065,-0.417141996494613,-0.547675831972551,-0.547421945062887,-0.595274798198172,1.40728161288051
7300,54,0.148608518712017,-0.391985154431947,-0.452753903726367,-0.510611828168979,-0.59025307018446,-0.551815276153413,-0.639470222787436,1.381614187976,0.23072196762441,-0.371132088210797,-0.167902420568988,-0.295917021669337,-0.396626541621029,-0.323914110980585,-0.383843186162085,0.805543340201113,-0.13980107125423,-0.622985891695774,-0.366046351149687,-0.391555980649285,-0.457932216055055,-0.615379233315568,-0.682877887047382,1.45747612770328,-0.167238141830827,-0.627196675878258,-0.119074892628923,-0.406570627615599,-0.560154435813429,-0.53128424528997,-0.602589443454316,1.44388903312684
7310,61,0.0254500465744681,-0.525893285322088,-0.452220636555978,-0.514668571733743,-0.582790094400467,-0.554140970300877,-0.648750698811482,1.3685595756533,0.248768019748926,-0.353793434776919,-0.167902420568988,-0.295917021669337,-0.396626541621029,-0.323805074252463,-0.383843186162085,0.809709182330921,-0.143194959067881,-0.655641456624229,-0.381851640556771,-0.379956761941909,-0.473798562605626,-0.59643715623902,-0.669327968652991,1.47950335766468,-0.290069355609105,-0.662135488622031,-0.124838901210618,-0.424503204110839,-0.560054337613344,-0.52398770981368,-0.610136517568534,1.42651228936623
7320,57,0.0342372243520227,-0.606085371195016,-0.457486942901447,-0.527952534666399,-0.568864842462568,-0.563301870060696,-0.64120746688679,1.35545297779968,0.294359085797395,-0.33041387163958,-0.17332634058172,-0.293727976109708,-0.389035116760651,-0.323805074252463,-0.383843186162085,0.812071918558143,-0.00673091022707709,-0.554807603416632,-0.37450435490948,-0.370504710004099,-0.471217328343751,-0.567432848031713,-0.673615671959646,1.51848905033358,-0.225094618876607,-0.661823096170112,-0.127849469655602,-0.446472322762003,-0.537763524653865,-0.561409467266473,-0.617606456815641,1.5004036756918
7330,54,0.100063926264073,-0.577153157980597,-0.457486942901447,-0.537804285230293,-0.55789683797995,-0.549814952902093,-0.643405764613357,1.36901512411226,0.255239229226434,-0.344236017230273,-0.173670263617705,-0.284313054612319,-0.388983944233538,-0.336596565326748,-0.373044906501102,0.793132861053987,-0.059687243448392,-0.614733947725974,-0.357273960656059,-0.368476462355659,-0.484195684297832,-0.559989074443241,-0.658082221520656,1.50833488811849,-0.271945270837948,-0.622969484964092,-0.120813276268392,-0.428623634467416,-0.523460502051549,-0.570115314334864,-0.610567271085437,1.40305159349686
7340,58,0.141838059242772,-0.525897071277516,-0.455164756942875,-0.535388241222,-0.559682231305913,-0.549814952902093,-0.629791055089268,1.37605326678422,0.22048431001747,-0.378605501877371,-0.173670263617705,-0.29471039018002,-0.392547616460891,-0.33487948302001,-0.373044906501102,0.784343942221092,-0.103819646975485,-0.653461304619795,-0.350828926907493,-0.375419023693695,-0.495302965795042,-0.552495366533786,-0.643585680767602,1.49602654189208,-0.272840676857701,-0.62033278824647,-0.110532227251849,-0.448648210715674,-0.542760513648212,-0.586261955644881,-0.617725722455151,1.43805886014051
7350,58,0.119060420120421,-0.550914632201723,-0.46096902989402,-0.540367997690435,-0.562120188547098,-0.560077972491344,-0.630335784345401,1.37800590812866,0.258276764457973,-0.359423385009753,-0.166194538854685,-0.298978900966417,-0.401036243924653,-0.339987038834019,-0.372017630629907,0.799043044662685,-0.146693924177422,-0.669762350622543,-0.346665556812744,-0.370331136537293,-0.502324708649295,-0.568843844128302,-0.654784969172011,1.5061841561583,-0.263465509817794,-0.581827994760772,-0.10459131578603,-0.453452687176874,-0.548600265089641,-0.594583127787268,-0.622995636707817,1.44657341753601
7360,55,0.155081364521941,-0.512953792381861,-0.462678470416792,-0.540367997690435,-0.570168917330414,-0.546644647698522,-0.634102760770646,1.38088346117143,0.294208362344239,-0.336940351532561,-0.166194538854685,-0.298978900966417,-0.396601514115812,-0.335984682159788,-0.372017630629907,0.803466832111084,-0.13951532472932,-0.667957720293259,-0.360429817907434,-0.360941933047157,-0.510215941454319,-0.543015763796674,-0.672469459095232,1.52566434271737,-0.263738002688873,-0.593978274250458,-0.109330075602828,-0.443609881457639,-0.548341495057657,-0.598289747831715,-0.606985217620575,1.39004200807609
7370,61,0.155081364521941,-0.512953792381861,-0.462678470416792,-0.540367997690435,-0.570168917330414,-0.546644647698522,-0.634102760770646,1.38088346117143,0.319810326933383,-0.326318463622118,-0.166194538854685,-0.298978900966417,-0.396601514115812,-0.335984682159788,-0.372017630629907,0.803466832111084,-0.107619527673415,-0.573465219156965,-0.345434742162137,-0.336387753735388,-0.52085932262216,-0.553762778876487,-0.657286803373817,1.54142984311249,-0.267511800646549,-0.66115066225709,-0.100893036210048,-0.445343889284745,-0.531149881049696,-0.608105182945767,-0.631903276694618,1.38164018567372
7380,57,0.159443613312886,-0.500673475958556,-0.452913739032355,-0.535702048067962,-0.557301518571167,-0.546178608310278,-0.642118509324514,1.38756364071846,0.285823563945001,-0.354295262942408,-0.164833894997028,-0.294753576416312,-0.400995038208238,-0.335984682159788,-0.375389684028836,0.800260301381582,-0.117587918283872,-0.597479061500276,-0.349727667489971,-0.341906430520285,-0.543869682415668,-0.549261684115574,-0.639169598655388,1.58697849437788,-0.29536174017801,-0.721270709524649,-0.097169600070118,-0.468739161646255,-0.546516117269547,-0.605090945508189,-0.6432352314819,1.36083316341289
7390,52,0.180816189345308,-0.445435833665483,-0.458353829339748,-0.535702048067962,-0.550883059611452,-0.53991621185159,-0.635639766704157,1.40043127988218,0.290324339825728,-0.340561454788218,-0.164833894997028,-0.288399210545778,-0.400995038208238,-0.331807979181875,-0.375389684028836,0.798416483768362,-0.0947067679177603,-0.663509462739551,-0.3411308590686,-0.349916921130221,-0.534785672536777,-0.555737212731193,-0.648168558548003,1.59249727594072,-0.238047177023558,-0.557574177739496,-0.0952344994550115,-0.470336395532234,-0.51574697947052,-0.582040399496172,-0.64753728803246,1.42550183871653
7400,59,0.176820077294062,-0.443128475467332,-0.457799503522591,-0.530621190607431,-0.540190375598104,-0.539736560782866,-0.639455651947105,1.43479984046237,0.290324339825728,-0.340561454788218,-0.164833894997028,-0.288399210545778,-0.400995038208238,-0.331807979181875,-0.375389684028836,0.798416483768362,-0.066655534039044,-0.583371530310652,-0.357265362081539,-0.344751675546349,-0.509142015217332,-0.561953814141733,-0.634454252154369,1.55189948696155,-0.179818822758461,-0.613640328835488,-0.0998702180484413,-0.478342948406952,-0.557361665951153,-0.574938772479414,-0.639737680693904,1.4418856266841
7410,56,0.178126158126109,-0.407941105371523,-0.451845012430064,-0.535102734255501,-0.534902534016622,-0.548244477634734,-0.639455651947105,1.45247511081681,0.308843390753613,-0.331669104643424,-0.164833894997028,-0.288399210545778,-0.400995038208238,-0.327405675995762,-0.375389684028836,0.798416483768362,-0.0602923937726824,-0.575613859727364,-0.363579364093526,-0.339953101795012,-0.513983868893325,-0.549601040818345,-0.628795934276237,1.54525853730244,-0.225479934558116,-0.578300272375006,-0.115795639710689,-0.479907969118278,-0.549297060309815,-0.591874109593207,-0.609967372941323,1.45786302202439
7420,55,0.157935775117997,-0.480223125835941,-0.453673146105311,-0.52734187876283,-0.545103124350123,-0.559351288140303,-0.639873069197064,1.43680612877677,0.358727583896357,-0.301221356794106,-0.164833894997028,-0.288399210545778,-0.397748999815083,-0.31784406358578,-0.375389684028836,0.798416483768362,-0.111690442025627,-0.598955615789666,-0.365774435672876,-0.348158478731114,-0.508620488521002,-0.552285790468582,-0.61534141664028,1.52168920225179,-0.222203117644565,-0.687339103202171,-0.109964865614051,-0.466794180317123,-0.550412307652711,-0.605790917439127,-0.572268949912406,1.43854763217036
7430,54,0.103302603351928,-0.475516346516856,-0.448622201460553,-0.547729570798007,-0.547620150643964,-0.552674944588663,-0.622412918339183,1.44056814372623,0.367206727084452,-0.297093989325793,-0.164833894997028,-0.288399210545778,-0.397748999815083,-0.315793866728358,-0.375389684028836,0.800463341100149,-0.151424567544223,-0.686619252350303,-0.364130152101283,-0.364906880699721,-0.500395395075153,-0.550293665703933,-0.623691989052173,1.50028530924211,-0.236192754957035,-0.650703126026852,-0.102643258988277,-0.465296990292533,-0.552645554941309,-0.60164139509083,-0.574660924623796,1.38372039511843
7440,58,0.0628546855810438,-0.52259169850335,-0.443282517928025,-0.547947311578397,-0.553197561000339,-0.557757846159623,-0.63247320380635,1.43084438911202,0.34890112130364,-0.313570558346425,-0.157438091526803,-0.282670291082927,-0.402559525282576,-0.315793866728358,-0.385146481688169,0.780043414906615,-0.111659650680463,-0.699240063060253,-0.349269718876447,-0.347890147508891,-0.490175264599846,-0.541981801304149,-0.612745552959475,1.49647266143498,-0.207689036438302,-0.610843312132862,-0.123858909890352,-0.475804262291194,-0.568665840625634,-0.582977822113136,-0.551182552748838,1.40540672613879
7450,60,-0.000241396087952556,-0.555830017641598,-0.443282517928025,-0.547947311578397,-0.564797246778172,-0.555936791961195,-0.63247320380635,1.42562583528761,0.356884074938897,-0.333152410782449,-0.157438091526803,-0.281917242013025,-0.402559525282576,-0.310870572989554,-0.385146481688169,0.78587281339076,-0.142985070399422,-0.722094909896411,-0.35038228732785,-0.335327198503823,-0.483446071026582,-0.543880860668665,-0.626483394013418,1.48568219787385,-0.231031570326537,-0.593674162431023,-0.114144591743687,-0.499770960489564,-0.576114177371543,-0.599812333626148,-0.564841274058693,1.40837676761833
7460,56,0.0329997800998212,-0.539152303994394,-0.443282517928025,-0.549426529954052,-0.557076998817622,-0.560221546727883,-0.637090728641568,1.44333373382007,0.341081958382985,-0.327610569386206,-0.164369920441731,-0.281917242013025,-0.402559525282576,-0.310870572989554,-0.385146481688169,0.788888670157155,-0.197786899022503,-0.714904327378065,-0.355469436118835,-0.321812656468763,-0.498678385789051,-0.55155352009395,-0.610462557816251,1.42640419751012,-0.303246227226103,-0.539457497429155,-0.121763968663101,-0.535726991357366,-0.56847001049406,-0.577245751310123,-0.563738210502207,1.44159721195992
7470,57,0.0349779325067849,-0.57162269548887,-0.443814181557088,-0.557879049092466,-0.550722423267516,-0.552768096480826,-0.646571956108411,1.4572143658345,0.294199864069696,-0.310761133048713,-0.158308898697557,-0.281917242013025,-0.397771152461831,-0.315259533539652,-0.393372631603578,0.789033167527407,-0.198790106495767,-0.712682860898609,-0.350278429575849,-0.319654025477285,-0.486474211858844,-0.524462650564585,-0.61221692675592,1.4087674550074,-0.251352772384344,-0.544975653222388,-0.109621280648239,-0.533496904490272,-0.553123241221493,-0.570884341513777,-0.557701021339464,1.43497360514436
7480,54,0.0528003887460356,-0.585034961820829,-0.443814181557088,-0.554235188861886,-0.542336898209591,-0.557626522101749,-0.648788350732194,1.45281434107362,0.29116775764801,-0.311662692035219,-0.158308898697557,-0.281917242013025,-0.403259266644461,-0.32056537636376,-0.386273476020088,0.78456983299646,-0.146581251907382,-0.674874610225796,-0.352511867950498,-0.323963673772903,-0.472081101875899,-0.525084678227075,-0.596118808188577,1.4299637174551,-0.267919000408599,-0.502214708994097,-0.114046497546614,-0.515414642168131,-0.563288872093624,-0.584880429055027,-0.541212636741888,1.45150917121447
7490,61,0.0663474432791196,-0.579079655585549,-0.443814181557088,-0.554235188861886,-0.542336898209591,-0.557626522101749,-0.653055926588367,1.44855720194704,0.268188844736876,-0.338154007611342,-0.158308898697557,-0.291801802473168,-0.403259266644461,-0.321324187705775,-0.374501618622597,0.786690636767292,-0.03428133717378,-0.611650548521497,-0.336254190585918,-0.324025015547729,-0.499653620839056,-0.552998769729487,-0.606023096501332,1.49884869318678,-0.30578459383128,-0.548764142139912,-0.123752829515092,-0.477654388055783,-0.549740334683976,-0.578234804194314,-0.552865993617028,1.40360341066995
7500,55,0.095449066484532,-0.568479978798486,-0.439984087715703,-0.548407485496574,-0.544474860486107,-0.567071038295489,-0.646222403547228,1.46732116506865,0.27575162035711,-0.330661145113318,-0.158308898697557,-0.291801802473168,-0.397819468586982,-0.3234741139484,-0.374501618622597,0.789973679215714,-0.0645942898773422,-0.605829274664638,-0.334355875337297,-0.326737053615624,-0.507116826111815,-0.563447368340705,-0.615725626515905,1.48465279443717,-0.240703193894095,-0.477162645325367,-0.137352165958674,-0.472412590018586,-0.556819963042249,-0.548398749091447,-0.560051420898412,1.43265318427537
7510,58,0.160677203066588,-0.574230978431406,-0.44167662012932,-0.559460548968211,-0.560437925603811,-0.579667550582373,-0.635558985912087,1.46701380542878,0.302303614382786,-0.302893020409939,-0.158308898697557,-0.295245021316213,-0.422055320420083,-0.310972959612006,-0.378804318068927,0.792722935038763,-0.0866211865042202,-0.612130054584595,-0.335911057245174,-0.339731640776815,-0.524771714927271,-0.573662538151613,-0.621942965921716,1.47780389446604,-0.217205584884342,-0.540089043774207,-0.125681382290647,-0.461648554264132,-0.575737425103674,-0.519047813477392,-0.553268315822366,1.3910848580796
7520,54,0.190214974637333,-0.567203517174663,-0.438526996054714,-0.571904925165552,-0.562505825190923,-0.568872908348457,-0.645041846538334,1.46326134284784,0.297203036117677,-0.310883533251719,-0.158308898697557,-0.292092833971241,-0.426649972485949,-0.320787461630507,-0.371880010822973,0.804381040356759,-0.079036607299723,-0.551531998134373,-0.340285846878469,-0.318622590915142,-0.540048694457158,-0.572490859390736,-0.608258891989455,1.51120536198112,-0.259615922151833,-0.485285284497538,-0.128910699874699,-0.470692733896565,-0.579874474116427,-0.524738933902204,-0.564238203838018,1.36413853774483
7530,54,0.306674198770191,-0.431972479029818,-0.438526996054714,-0.560501609685539,-0.562505825190923,-0.565094100583213,-0.628231328463768,1.48576801624167,0.244505117901388,-0.372002303017976,-0.165169481391999,-0.306330679114051,-0.44008501423456,-0.31185647999225,-0.387165277342816,0.800682608352143,-0.175738675473535,-0.559702772090257,-0.339567902112237,-0.33354237783161,-0.552598859756947,-0.564599546621559,-0.593641008791264,1.46029593828754,-0.311963445881294,-0.488932581182511,-0.124470389463942,-0.471544196710732,-0.547842365781373,-0.513281501682814,-0.558314222229862,1.33810499393747
7540,58,0.261110146512959,-0.455784231388434,-0.446576901047085,-0.570460586730943,-0.565109664819506,-0.575031036735867,-0.627123511122716,1.47837356915699,0.273125674953553,-0.35406647837403,-0.169388138830489,-0.306330679114051,-0.44008501423456,-0.31185647999225,-0.391786071516669,0.811146711453529,-0.159635466599248,-0.564538637801923,-0.350255937570541,-0.333574567738134,-0.548196510374888,-0.56849394888,-0.56682212882312,1.4781206997535,-0.297290235548434,-0.560247755766087,-0.151160212975479,-0.485508760137443,-0.557811109441367,-0.50312378415442,-0.561845635653741,1.35134067162034
7550,54,0.301083889886599,-0.430593957932414,-0.446576901047085,-0.570460586730943,-0.565109664819506,-0.575031036735867,-0.624798777791389,1.48069415705869,0.311465885156569,-0.329282398580769,-0.172754576589851,-0.301777077611088,-0.444115150751308,-0.307880745306626,-0.391786071516669,0.80267472484728,-0.15498269163661,-0.453005665608228,-0.331124422088746,-0.332358512707623,-0.531306882382284,-0.541370584085105,-0.576839087979438,1.53393884020528,-0.265158739694871,-0.522086394569905,-0.160588381062696,-0.471804275084316,-0.559179475078352,-0.535640326195967,-0.566340279960229,1.35384462123398
7560,59,0.286159308244571,-0.482397199772061,-0.443446449115517,-0.559765058317723,-0.57018560378326,-0.575031036735867,-0.632091050337985,1.4831000855943,0.26880213012106,-0.361115052124469,-0.169253073645758,-0.314403091437178,-0.460991440634702,-0.310005675090047,-0.394626565845075,0.810450393862553,-0.148671083085093,-0.478227235833557,-0.330083896236146,-0.334855025191142,-0.539005874806609,-0.526127133171954,-0.566720049745028,1.54313394326821,-0.229918877156247,-0.570652894074581,-0.139747506864393,-0.444982957355237,-0.545136261531037,-0.557198027509554,-0.569637878076882,1.34697539859108
7570,55,0.288462288782123,-0.476278749738156,-0.443446449115517,-0.559765058317723,-0.57018560378326,-0.575031036735867,-0.632091050337985,1.48443294981269,0.284460345270682,-0.346049425730282,-0.169253073645758,-0.314403091437178,-0.460991440634702,-0.310005675090047,-0.394626565845075,0.814076400869316,-0.162981885688084,-0.440233984009147,-0.318612010031145,-0.349503630047793,-0.52905403836685,-0.511442332907464,-0.580356290711899,1.52792216252082,-0.194493102811292,-0.569019578396597,-0.123177244966309,-0.437493716128062,-0.558731372613993,-0.598787394972034,-0.574207231657918,1.33814174226793
